code,learning_area_code,learning_area,level,component_code,component,strand_code,strand,content
ART7-UND-DRA-2,ART,The Arts,7,UND,Understanding the Arts in Context,DRA-2,Drama,Explore how drama reflects our cultural diversity.
ART7-UND-MUS-1,ART,The Arts,7,UND,Understanding the Arts in Context,MUS-1,Music – Sound Arts,"Research and analyse music from a range of sound environments, styles, and genres, in relation to historical, social, and cultural contexts, considering the impact on music making and production."
ART7-UND-MUS-2,ART,The Arts,7,UND,Understanding the Arts in Context,MUS-2,Music – Sound Arts,Apply their understandings of the expressive qualities of music from a range of contexts to a consideration of their influence on their own music practices.
ART7-UND-VIS-1,ART,The Arts,7,UND,Understanding the Arts in Context,VIS-1,Visual Arts,Research and analyse the influences of contexts on the characteristics and production of art works.
ART7-UND-VIS-2,ART,The Arts,7,UND,Understanding the Arts in Context,VIS-2,Visual Arts,Research and analyse the influence of relevant contexts on their own work.
ART7-PRA-DAN,ART,The Arts,7,PRA,Developing Practical Knowledge,DAN,Dance,"Extend skills in the vocabulary, practices, and technologies of selected dance genres and styles."
ART7-PRA-DRA,ART,The Arts,7,PRA,Developing Practical Knowledge,DRA,Drama,"Select and refine the use of techniques, conventions, and technologies in specific dramatic forms."
ART7-PRA-MUS,ART,The Arts,7,PRA,Developing Practical Knowledge,MUS,Music – Sound Arts,"Apply knowledge of expressive features, stylistic conventions, and technologies through an integration of aural perception and practical and theoretical skills and analyse how they are used in a range of music."
ART7-PRA-VIS-1,ART,The Arts,7,PRA,Developing Practical Knowledge,VIS-1,Visual Arts,"Apply understanding from research into a range of established practice to extend skills for particular art-making purposes, using appropriate processes and procedures in selected fields."
ART7-PRA-VIS-2,ART,The Arts,7,PRA,Developing Practical Knowledge,VIS-2,Visual Arts,"Extend skills, in a range of materials, techniques, and technologies."
ART7-IDE-DAN-1,ART,The Arts,7,IDE,Developing Ideas,DAN-1,Dance,"Choreograph solo and group dance works, using choreographic processes, devices, structures, and technologies to communicate choreographic intentions."
ART7-IDE-DAN-2,ART,The Arts,7,IDE,Developing Ideas,DAN-2,Dance,"Generate, plan, and record choreographic ideas and processes."
ART7-IDE-DRA,ART,The Arts,7,IDE,Developing Ideas,DRA,Drama,"Research, critically evaluate, and refine ideas to develop drama in specific dramatic forms."
ART7-IDE-MUS-1,ART,The Arts,7,IDE,Developing Ideas,MUS-1,Music – Sound Arts,"Create, structure, refine, and represent compositions and musical arrangements, using technical and musical skills and technologies to express imaginative thinking and personal understandings."
ART7-IDE-MUS-2,ART,The Arts,7,IDE,Developing Ideas,MUS-2,Music – Sound Arts,Reflect on and evaluate composition processes and presentation conventions.
ART7-IDE-VIS-1,ART,The Arts,7,IDE,Developing Ideas,VIS-1,Visual Arts,"Generate, analyse, clarify, and extend ideas in a selected field related to established practice."
ART7-IDE-VIS-2,ART,The Arts,7,IDE,Developing Ideas,VIS-2,Visual Arts,Use a systematic approach to the development of ideas in a body of work.
ART7-COM-DAN-1,ART,The Arts,7,COM,Communicating and Interpreting,DAN-1,Dance,"Apply rehearsal and performance skills to a range of dances, using appropriate techniques and expression to communicate specific intentions."
ART7-COM-DAN-2,ART,The Arts,7,COM,Communicating and Interpreting,DAN-2,Dance,"Analyse, explain, and discuss aspects of performance and choreography in a range of dance works."
ART7-COM-DRA-1,ART,The Arts,7,COM,Communicating and Interpreting,DRA-1,Drama,Rehearse and perform works in a range of dramatic forms.
ART7-COM-DRA-2,ART,The Arts,7,COM,Communicating and Interpreting,DRA-2,Drama,Respond to and make critical judgments about rehearsal processes and performances.
ART7-COM-MUS-1,ART,The Arts,7,COM,Communicating and Interpreting,MUS-1,Music – Sound Arts,"Prepare, rehearse, present, record, and evaluate sustained performances of music, individually and collaboratively, that demonstrate interpretive understandings."
ART7-COM-MUS-2,ART,The Arts,7,COM,Communicating and Interpreting,MUS-2,Music – Sound Arts,Analyse and evaluate the expressive qualities of music and production processes to inform interpretations of music.
ART7-COM-VIS-1,ART,The Arts,7,COM,Communicating and Interpreting,VIS-1,Visual Arts,Research and analyse how art works are constructed and presented to communicate meanings.
ART7-COM-VIS-2,ART,The Arts,7,COM,Communicating and Interpreting,VIS-2,Visual Arts,Use critical analysis to interpret and respond to art works.
ART8-UND-DAN,ART,The Arts,8,UND,Understanding the Arts in Context,DAN,Dance,"Investigate, analyse, and discuss the features, history, issues, and development of dance in New Zealand, including the contribution of selected individuals and groups."
ART8-UND-DRA,ART,The Arts,8,UND,Understanding the Arts in Context,DRA,Drama,"Research, analyse, and critically evaluate how drama, including New Zealand drama, interprets, records, or challenges social and cultural discourse."
ART8-UND-MUS-1,ART,The Arts,8,UND,Understanding the Arts in Context,MUS-1,Music – Sound Arts,"Research, analyse, and evaluate the production and presentation of music works from historical, social, and cultural contexts."
ART8-UND-MUS-2,ART,The Arts,8,UND,Understanding the Arts in Context,MUS-2,Music – Sound Arts,Apply their understandings of the expressive qualities of music from a range of contexts to analyse its impact on their own music practices.
ART8-UND-VIS-1,ART,The Arts,8,UND,Understanding the Arts in Context,VIS-1,Visual Arts,"Use research and analysis to investigate contexts, meanings, intentions, and technological influences related to the making and valuing of art works."
ART8-UND-VIS-2,ART,The Arts,8,UND,Understanding the Arts in Context,VIS-2,Visual Arts,Research and analyse contexts relevant to their intentions and to the expression of meanings in their own work.
ART8-PRA-DAN,ART,The Arts,8,PRA,Developing Practical Knowledge,DAN,Dance,"Extend and refine skills, practices, and use of technologies in a range of dance genres and styles."
ART8-PRA-DRA,ART,The Arts,8,PRA,Developing Practical Knowledge,DRA,Drama,"Research, analyse, and integrate elements, techniques, conventions, and technologies in dramatic forms for specific purposes."
ART8-PRA-MUS,ART,The Arts,8,PRA,Developing Practical Knowledge,MUS,Music – Sound Arts,"Analyse, apply, and evaluate significant expressive features and stylistic conventions and technologies in a range of music, using aural perception and practical and theoretical skills."
ART8-PRA-VIS-1,ART,The Arts,8,PRA,Developing Practical Knowledge,VIS-1,Visual Arts,"Apply understanding from broad and deep research into the characteristics and constraints of materials, techniques, technologies, and established conventions in a selected field."
ART8-PRA-VIS-2,ART,The Arts,8,PRA,Developing Practical Knowledge,VIS-2,Visual Arts,"Extend and refine skills in a selected field, using appropriate processes and procedures."
ART8-IDE-DAN-1,ART,The Arts,8,IDE,Developing Ideas,DAN-1,Dance,"Develop a concept and produce original dance works, using appropriate production technologies to communicate choreographic intentions."
ART8-IDE-DAN-2,ART,The Arts,8,IDE,Developing Ideas,DAN-2,Dance,Record and critically reflect on the development and resolution of dance ideas.
ART8-IDE-DRA,ART,The Arts,8,IDE,Developing Ideas,DRA,Drama,"Research, critically evaluate, and refine ideas to create original drama work."
ART8-IDE-MUS-1,ART,The Arts,8,IDE,Developing Ideas,MUS-1,Music – Sound Arts,"Create, structure, refine, and represent compositions and musical arrangements, using secure technical and musical skills and technologies to express imaginative thinking and personal understandings."
ART8-IDE-MUS-2,ART,The Arts,8,IDE,Developing Ideas,MUS-2,Music – Sound Arts,Reflect on and evaluate composition processes and presentation conventions.
ART8-IDE-VIS-1,ART,The Arts,8,IDE,Developing Ideas,VIS-1,Visual Arts,"Generate, analyse, clarify, and regenerate options in response to selected questions or a proposal in a chosen field."
ART8-IDE-VIS-2,ART,The Arts,8,IDE,Developing Ideas,VIS-2,Visual Arts,"Use a systematic approach, selectively informed by recent and established practice, to develop ideas in a body of work."
ART8-COM-DAN-1,ART,The Arts,8,COM,Communicating and Interpreting,DAN-1,Dance,"Select and apply rehearsal processes, performance skills, and production technologies to enhance the communication and expression of dance works."
ART8-COM-DAN-2,ART,The Arts,8,COM,Communicating and Interpreting,DAN-2,Dance,"Critically analyse, interpret, and evaluate the artistic features and the communication of ideas in a range of dance works."
ART8-COM-DRA-1,ART,The Arts,8,COM,Communicating and Interpreting,DRA-1,Drama,"Analyse, rehearse, and perform works in a range of dramatic forms, assuming a variety of artistic or technical responsibilities."
ART8-COM-DRA-2,ART,The Arts,8,COM,Communicating and Interpreting,DRA-2,Drama,Reflect on and critically evaluate a wide range of works and performances.
ART8-COM-MUS-1,ART,The Arts,8,COM,Communicating and Interpreting,MUS-1,Music – Sound Arts,"Plan, rehearse, present, record, evaluate, and refine performances of music, individually and collaboratively, demonstrating interpretive understandings."
ART8-COM-MUS-2,ART,The Arts,8,COM,Communicating and Interpreting,MUS-2,Music – Sound Arts,Critically analyse and evaluate the expressive qualities of music and production processes in order to refine interpretations of music.
ART8-COM-VIS-1,ART,The Arts,8,COM,Communicating and Interpreting,VIS-1,Visual Arts,Research and analyse selected approaches and theories related to visual arts practice.
ART8-COM-VIS-2,ART,The Arts,8,COM,Communicating and Interpreting,VIS-2,Visual Arts,"Critically reflect on, respond to, and evaluate art works."
HEA1-PER-GRO,HEA,Health and Physical Education,1,PER,Personal Health and Physical Development,GRO,Personal growth and development,"Describe feelings and ask questions about their health, growth, development, and personal needs and wants."
HEA1-PER-REG,HEA,Health and Physical Education,1,PER,Personal Health and Physical Development,REG,Regular physical activity,Participate in creative and regular physical activities and identify enjoyable experiences.
HEA1-PER-SAF,HEA,Health and Physical Education,1,PER,Personal Health and Physical Development,SAF,Safety management,Describe and use safe practices in a range of contexts and identify people who can help.
HEA1-PER-IDE,HEA,Health and Physical Education,1,PER,Personal Health and Physical Development,IDE,Personal identity,Describe themselves in relation to a range of contexts.
HEA1-MOV-MOV,HEA,Health and Physical Education,1,MOV,Movement Concepts and Motor Skills,MOV,Movement skills; Science and technology,"Develop a wide range of movement skills, using a variety of equipment and play environments."
HEA1-MOV-POS,HEA,Health and Physical Education,1,MOV,Movement Concepts and Motor Skills,POS,Positive attitudes; Challenges and social and cultural factors,Participate in a range of games and activities and identify the factors that make participation safe and enjoyable.
HEA1-REL-REL,HEA,Health and Physical Education,1,REL,Relationships with Other People,REL,Relationships,Explore and share ideas about relationships with other people.
HEA1-REL-IDE,HEA,Health and Physical Education,1,REL,Relationships with Other People,IDE,"Identity, sensitivity, and respect",Demonstrate respect through sharing and co-operation in groups.
